,pdbid,-logKd/Ki,include,set
8682,2hkf,6.38,True,refined
8683,2q2c,6.38,True,general
8684,2wcg,6.38,True,general
8685,2ybu,6.38,True,general
8686,3hau,6.38,True,general
8687,3l3a,6.38,True,general
8688,3oqk,6.38,True,general
8689,4f3h,6.38,True,general
8690,4nzn,6.38,True,general
8691,4tki,6.38,True,general
8692,4u6x,6.38,True,general
8693,4unn,6.38,True,general
8694,4yyt,6.38,True,refined
8695,5f01,6.38,True,general
8696,5nya,6.38,True,refined
8697,5v7a,6.38,True,refined
8698,5xig,6.38,True,general
8699,6equ,6.38,True,refined
8700,6m8y,6.38,True,general
8701,1lol,6.39,True,general
8702,1o79,6.39,True,general
8703,1ocn,6.39,True,general
8704,1xog,6.39,True,general
8705,3ess,6.39,True,general
8706,3v7d,6.39,True,general
8707,3vyd,6.39,True,general
8708,4i12,6.39,True,general
8709,4q4p,6.39,True,refined
8710,4yoj,6.39,True,general
8711,5akw,6.39,True,general
8712,5eom,6.39,True,general
8713,5khk,6.39,True,general
8714,5nze,6.39,True,refined
8715,5vqz,6.39,True,general
8716,5xqx,6.39,True,general
8717,5ylt,6.39,True,general
8718,6bgz,6.39,True,general
8719,6bkx,6.39,True,general
8720,6csq,6.39,True,refined
8721,6gf9,6.39,True,refined
8722,10gs,6.4,True,refined
8723,1a07,6.4,True,general
8724,1a1b,6.4,True,general
8725,1a1c,6.4,True,general
8726,1c3r,6.4,True,general
8727,1fq4,6.4,True,general
8728,1g7v,6.4,True,refined
8729,1i7c,6.4,True,general
8730,1i7z,6.4,True,refined
8731,1igb,6.4,True,refined
8732,1jrs,6.4,True,general
8733,1nzv,6.4,True,general
8734,1rth,6.4,True,general
8735,1t2v,6.4,True,general
8736,1upk,6.4,True,general
8737,1usk,6.4,True,refined
8738,1yvm,6.4,True,refined
8739,1z2b,6.4,True,general
8740,2a4l,6.4,True,general
8741,2ai7,6.4,True,general
8742,2c1b,6.4,True,general
8743,2cmo,6.4,True,general
8744,2g9q,6.4,True,general
8745,2jbk,6.4,True,general
8746,2n9x,6.4,True,general
8747,2nno,6.4,True,general
8748,2o2u,6.4,True,general
8749,2qqs,6.4,True,general
8750,2waj,6.4,True,general
8751,2y8c,6.4,True,refined
8752,2zaz,6.4,True,general
8753,2zdl,6.4,True,refined
8754,3arq,6.4,True,core
8755,3dz4,6.4,True,general
8756,3jq9,6.4,True,general
8757,3k1j,6.4,True,refined
8758,3kmc,6.4,True,refined
8759,3ll8,6.4,True,general
8760,3lw0,6.4,True,general
8761,3o3j,6.4,True,general
8762,3pn3,6.4,True,general
8763,3rsb,6.4,True,general
8764,3s72,6.4,True,refined
8765,3sfi,6.4,True,general
8766,3szm,6.4,True,general
8767,3tf6,6.4,True,refined
8768,3zll,6.4,True,refined
8769,3zs1,6.4,True,general
8770,4afj,6.4,True,general
8771,4c7t,6.4,True,general
8772,4cff,6.4,True,general
8773,4cga,6.4,True,refined
8774,4dpf,6.4,True,general
8775,4e26,6.4,True,general
8776,4eu0,6.4,True,refined
8777,4ff8,6.4,True,general
8778,4hcv,6.4,True,general
8779,4je7,6.4,True,refined
8780,4jj7,6.4,True,general
8781,4m3b,6.4,True,general
8782,4mbc,6.4,True,general
8783,4mss,6.4,True,refined
8784,4o3u,6.4,True,general
8785,4p00,6.4,True,general
8786,4p02,6.4,True,general
8787,4pax,6.4,True,general
8788,4pmp,6.4,True,general
8789,4qnu,6.4,True,general
8790,4qtc,6.4,True,general
8791,4r1y,6.4,True,general
8792,4rse,6.4,True,general
8793,4u79,6.4,True,general
8794,4whl,6.4,True,general
8795,4x1r,6.4,True,general
8796,4xbd,6.4,True,general
8797,4xy8,6.4,True,refined
8798,4yv9,6.4,True,general
8799,4zxy,6.4,True,general
8800,5a4e,6.4,True,general
8801,5c5h,6.4,True,general
8802,5dgm,6.4,True,general
8803,5e0l,6.4,True,general
8804,5f1u,6.4,True,general
8805,5g61,6.4,True,refined
8806,5hz8,6.4,True,refined
8807,5iuh,6.4,True,general
8808,5l8y,6.4,True,refined
8809,5l9h,6.4,True,general
8810,5nsx,6.4,True,general
8811,5tex,6.4,True,general
8812,5uk8,6.4,True,refined
8813,5ura,6.4,True,general
8814,5v24,6.4,True,general
8815,5vqv,6.4,True,general
8816,5wa7,6.4,True,general
8817,5wdc,6.4,True,general
8818,6bny,6.4,True,general
8819,6coj,6.4,True,general
8820,6f92,6.4,True,refined
8821,6fel,6.4,True,general
8822,6gvz,6.4,True,refined
8823,1i80,6.41,True,general
8824,1pye,6.41,True,general
8825,1syh,6.41,True,refined
8826,1xor,6.41,True,general
8827,2cgf,6.41,True,refined
8828,2oj9,6.41,True,general
8829,2qki,6.41,True,general
8830,2qnp,6.41,True,refined
8831,2wmw,6.41,True,general
8832,2xxn,6.41,True,general
8833,2xxw,6.41,True,general
8834,2xxx,6.41,True,refined
8835,2zdm,6.41,True,refined
8836,3k5x,6.41,True,refined
8837,3mxy,6.41,True,general
8838,3r17,6.41,True,refined
8839,4b5b,6.41,True,general
8840,4j0r,6.41,True,general
8841,4jq7,6.41,True,general
8842,4o1b,6.41,True,general
8843,4o2f,6.41,True,general
8844,4zuo,6.41,True,general
8845,5c20,6.41,True,general
8846,5cvd,6.41,True,general
8847,5dxe,6.41,True,general
8848,5ihh,6.41,True,refined
8849,5jxn,6.41,True,refined
8850,5u7j,6.41,True,general
8851,5v79,6.41,True,refined
8852,5wbz,6.41,True,general
8853,5wre,6.41,True,general
8854,6ar2,6.41,True,general
8855,1o5a,6.42,True,refined
8856,1r17,6.42,True,general
8857,1thl,6.42,True,general
8858,1tl1,6.42,True,general
8859,1w0y,6.42,True,general
8860,2fw3,6.42,True,general
8861,2j78,6.42,True,core
8862,2jle,6.42,True,general
8863,2y36,6.42,True,general
8864,3d2e,6.42,True,refined
8865,3is9,6.42,True,general
8866,3rkb,6.42,True,general
8867,4i5p,6.42,True,general
8868,4itj,6.42,True,general
8869,4j0s,6.42,True,general
8870,4m5o,6.42,True,general
8871,4ufh,6.42,True,refined
8872,4wnk,6.42,True,general
8873,4x1n,6.42,True,general
8874,4zyc,6.42,True,general
8875,5k4x,6.42,True,general
8876,5mm9,6.42,True,general
8877,5ugg,6.42,True,general
8878,5x62,6.42,True,refined
8879,6eiq,6.42,True,refined
8880,6hvi,6.42,True,general
8881,1fh9,6.43,True,refined
8882,1n7j,6.43,True,general
8883,1nax,6.43,True,general
8884,1t46,6.43,True,general
8885,2b07,6.43,True,refined
8886,2bzz,6.43,True,general
8887,2cia,6.43,True,general
8888,2fqo,6.43,True,refined
8889,2ivu,6.43,True,general
8890,2q94,6.43,True,general
8891,2xch,6.43,True,general
8892,3ask,6.43,True,general
8893,3q4c,6.43,True,general
8894,3v3l,6.43,True,general
8895,4cik,6.43,True,general
8896,4d3h,6.43,True,refined
8897,4deb,6.43,True,general
8898,4ge1,6.43,True,refined
8899,4m8t,6.43,True,general
8900,4nh9,6.43,True,general
8901,4q4r,6.43,True,refined
8902,4wsk,6.43,True,general
8903,4z2j,6.43,True,general
8904,5w8j,6.43,True,general
8905,5yy4,6.43,True,general
8906,6eeo,6.43,True,refined
8907,6eo0,6.43,True,general
8908,6eqs,6.43,True,general
8909,6g9u,6.43,True,refined
8910,1j4q,6.44,True,general
8911,1jqe,6.44,True,general
8912,1qti,6.44,True,general
8913,1svh,6.44,True,general
8914,2jh5,6.44,True,refined
8915,2m0u,6.44,True,general
8916,2pvm,6.44,True,refined
8917,2vqj,6.44,True,general
8918,2xnp,6.44,True,general
8919,2y59,6.44,True,general
8920,3d7m,6.44,True,general
8921,3ffu,6.44,True,general
8922,3pfp,6.44,True,refined
8923,3s9y,6.44,True,general
8924,3wyj,6.44,True,general
8925,3zmq,6.44,True,general
8926,4da5,6.44,True,refined
8927,4ea1,6.44,True,general
8928,4ea2,6.44,True,core
8929,4fmu,6.44,True,general
8930,4jfk,6.44,True,refined
8931,4jfx,6.44,True,general
8932,4jg6,6.44,True,general
8933,4l2k,6.44,True,general
8934,4os6,6.44,True,general
8935,4oya,6.44,True,general
8936,4pde,6.44,True,general
8937,4q3u,6.44,True,refined
8938,4qaa,6.44,True,general
8939,4tjy,6.44,True,general
8940,4wz4,6.44,True,general
8941,5al2,6.44,True,general
8942,5fdo,6.44,True,general
8943,5ivy,6.44,True,refined
8944,5ny1,6.44,True,refined
8945,5vfd,6.44,True,general
8946,5w44,6.44,True,refined
8947,5w84,6.44,True,general
8948,5wbl,6.44,True,general
8949,5wef,6.44,True,general
8950,6dqa,6.44,True,general
8951,6ekd,6.44,True,general
8952,6hqy,6.44,True,refined
8953,3d32,6.45,True,general
8954,3qw5,6.45,True,refined
8955,4kwo,6.45,True,refined
8956,5fut,6.45,True,refined
8957,5jss,6.45,True,refined
8958,5m7m,6.45,True,general
8959,5uwm,6.45,True,general
8960,5ye9,6.45,True,general
8961,1gt3,6.46,True,general
8962,1m2r,6.46,True,refined
8963,1q4w,6.46,True,general
8964,1r5y,6.46,True,core
8965,1ro6,6.46,True,refined
8966,1w2k,6.46,True,general
8967,1wbn,6.46,True,general
8968,2c6m,6.46,True,general
8969,2ohv,6.46,True,general
8970,2vwu,6.46,True,general
8971,2xd9,6.46,True,refined
8972,2xdx,6.46,True,refined
8973,2y4m,6.46,True,general
8974,3anr,6.46,True,general
8975,3i6m,6.46,True,general
8976,3kdu,6.46,True,general
8977,3o8p,6.46,True,refined
8978,3pd8,6.46,True,refined
8979,3tnh,6.46,True,general
8980,3zy2,6.46,True,general
8981,4dgn,6.46,True,general
8982,4hyb,6.46,True,general
8983,4m0y,6.46,True,core
8984,4n07,6.46,True,refined
8985,4w4y,6.46,True,general
8986,4x2i,6.46,True,general
8987,4ymh,6.46,True,refined
8988,5ap4,6.46,True,general
8989,5dbm,6.46,True,refined
8990,5efj,6.46,True,refined
8991,5fl0,6.46,True,general
8992,5hka,6.46,True,general
8993,5iwg,6.46,True,refined
8994,5ndd,6.46,True,general
8995,5o91,6.46,True,general
8996,5uc4,6.46,True,refined
8997,5vb5,6.46,True,refined
8998,6epy,6.46,True,refined
8999,7abp,6.46,True,general
9000,1aqj,6.47,True,general
9001,1bxl,6.47,True,general
9002,1j01,6.47,True,refined
9003,1o9k,6.47,True,general
9004,1wbt,6.47,True,general
9005,2o64,6.47,True,general
9006,2xu4,6.47,True,general
9007,3cm2,6.47,True,refined
9008,3gcq,6.47,True,general
9009,3s78,6.47,True,refined
9010,3tfp,6.47,True,refined
9011,3zh8,6.47,True,general
9012,4aft,6.47,True,general
9013,4fea,6.47,True,general
9014,4ju4,6.47,True,general
9015,4jzb,6.47,True,general
9016,4mhy,6.47,True,refined
9017,4mq6,6.47,True,refined
9018,4psx,6.47,True,general
9019,4rd3,6.47,True,refined
9020,4uv8,6.47,True,general
9021,4zhl,6.47,True,general
9022,4zji,6.47,True,refined
9023,5ai1,6.47,True,general
9024,5c11,6.47,True,general
9025,5cgv,6.47,True,general
9026,5he5,6.47,True,general
9027,5j8u,6.47,True,refined
9028,5mes,6.47,True,refined
9029,5nsp,6.47,True,general
9030,6b4l,6.47,True,refined
9031,6d8e,6.47,True,general
9032,1c50,6.48,True,general
9033,1f4g,6.48,True,refined
9034,1gpn,6.48,True,core
9035,1q9m,6.48,True,general
9036,1rpj,6.48,True,refined
9037,2f89,6.48,True,general
9038,2hz0,6.48,True,general
9039,2nqg,6.48,True,general
9040,2oz5,6.48,True,general
9041,2q2n,6.48,True,general
9042,2w6p,6.48,True,general
9043,2w71,6.48,True,general
9044,2wnj,6.48,True,refined
9045,2x24,6.48,True,general
9046,2y5l,6.48,True,general
9047,3cph,6.48,True,general
9048,3g3r,6.48,True,refined
9049,3gsm,6.48,True,refined
9050,3ieo,6.48,True,general
9051,3nc9,6.48,True,general
9052,3ogx,6.48,True,general
9053,3p3u,6.48,True,general
9054,4e67,6.48,True,refined
9055,4kon,6.48,True,general
9056,4mg8,6.48,True,general
9057,4n7e,6.48,True,general
9058,4nat,6.48,True,general
9059,4pvv,6.48,True,general
9060,4q0a,6.48,True,general
9061,4q3t,6.48,True,refined
9062,4yoi,6.48,True,general
9063,5etq,6.48,True,general
9064,5fq9,6.48,True,general
9065,5gic,6.48,True,general
9066,5may,6.48,True,general
9067,5mfs,6.48,True,general
9068,5wgq,6.48,True,general
9069,5yve,6.48,True,general
9070,5yyf,6.48,True,refined
9071,6bx6,6.48,True,general
9072,6ek3,6.48,True,general
9073,6fe0,6.48,True,refined
9074,1dl7,6.49,True,refined
9075,1fsw,6.49,True,general
9076,1ru2,6.49,True,general
9077,1s4d,6.49,True,general
9078,1x11,6.49,True,general
9079,2h02,6.49,True,general
9080,2qf6,6.49,True,general
9081,2ygu,6.49,True,general
9082,3ara,6.49,True,general
9083,3bft,6.49,True,refined
9084,3bum,6.49,True,general
9085,3h0j,6.49,True,general
9086,3mho,6.49,True,refined
9087,3mj5,6.49,True,general
9088,3muf,6.49,True,general
9089,3nw3,6.49,True,refined
9090,3qar,6.49,True,general
9091,3qel,6.49,True,general
9092,3s0b,6.49,True,refined
9093,3u6a,6.49,True,general
9094,3u8h,6.49,True,general
9095,3wut,6.49,True,general
9096,4brx,6.49,True,general
9097,4d8s,6.49,True,general
9098,4eoy,6.49,True,general
9099,4gv8,6.49,True,general
9100,4hw3,6.49,True,refined
9101,4mwb,6.49,True,general
9102,4v11,6.49,True,general
9103,4yee,6.49,True,general
9104,4z68,6.49,True,general
9105,5ar7,6.49,True,general
9106,5cu4,6.49,True,refined
9107,5h19,6.49,True,general
9108,5i2f,6.49,True,refined
9109,5nw2,6.49,True,refined
9110,5nxq,6.49,True,general
9111,5oq7,6.49,True,general
9112,5tuo,6.49,True,refined
9113,5vd0,6.49,True,refined
9114,5vnd,6.49,True,general
9115,5xhz,6.49,True,general
9116,6dqb,6.49,True,general
9117,6fky,6.49,True,general
9118,1xa5,6.5,True,general
9119,2g72,6.5,True,general
9120,2gj4,6.5,True,general
9121,2weg,6.5,True,core
9122,3bwj,6.5,True,refined
9123,3qcs,6.5,True,general
9124,4ith,6.5,True,general
9125,4kzu,6.5,True,core
9126,4mme,6.5,True,core
9127,4mw4,6.5,True,general
9128,4oc0,6.5,True,refined
9129,4qws,6.5,True,general
9130,4yxi,6.5,True,refined
9131,5kew,6.5,True,general
9132,5tt8,6.5,True,general
9133,1h3c,6.51,True,general
9134,1vwf,6.51,True,general
9135,2jdh,6.51,True,general
9136,2jkt,6.51,True,general
9137,2usn,6.51,True,refined
9138,2wtc,6.51,True,general
9139,2xjj,6.51,True,refined
9140,2y56,6.51,True,general
9141,3cj4,6.51,True,core
9142,3gds,6.51,True,general
9143,3hf8,6.51,True,refined
9144,3hv4,6.51,True,general
9145,3k5u,6.51,True,general
9146,3r93,6.51,True,general
9147,3wmc,6.51,True,refined
9148,4bo9,6.51,True,general
9149,4e3o,6.51,True,general
9150,4fut,6.51,True,general
9151,4hlg,6.51,True,general
9152,4nka,6.51,True,general
9153,4zbi,6.51,True,refined
9154,5fdp,6.51,True,general
9155,5j31,6.51,True,general
9156,5jvi,6.51,True,refined
9157,5kqf,6.51,True,general
9158,5lgt,6.51,True,general
9159,5t8o,6.51,True,refined
9160,6bix,6.51,True,general
9161,6faf,6.51,True,refined
9162,1alw,6.52,True,refined
9163,1ct8,6.52,True,general
9164,1esz,6.52,True,general
9165,1g74,6.52,True,refined
9166,1gt4,6.52,True,general
9167,1h28,6.52,True,general
9168,1j80,6.52,True,general
9169,1k3q,6.52,True,general
9170,1k9s,6.52,True,refined
9171,1m21,6.52,True,general
9172,1mqh,6.52,True,general
9173,1qy1,6.52,True,refined
9174,1rsd,6.52,True,general
9175,1w1d,6.52,True,general
9176,1zhy,6.52,True,refined
9177,2f9b,6.52,True,general
9178,2fx8,6.52,True,general
9179,2gz7,6.52,True,general
9180,2h4g,6.52,True,refined
9181,2ima,6.52,True,general
9182,2jql,6.52,True,general
9183,2nn7,6.52,True,refined
9184,2nt7,6.52,True,refined
9185,2ntf,6.52,True,general
9186,2o4h,6.52,True,general
9187,2off,6.52,True,general
9188,2oxy,6.52,True,refined
9189,2pfy,6.52,True,general
9190,2rc8,6.52,True,general
9191,2v3e,6.52,True,general
9192,2vev,6.52,True,general
9193,2w0p,6.52,True,general
9194,2w73,6.52,True,general
9195,2x2k,6.52,True,general
9196,2zft,6.52,True,refined
9197,3bva,6.52,True,refined
9198,3c10,6.52,True,general
9199,3dx3,6.52,True,refined
9200,3g2v,6.52,True,general
9201,3hio,6.52,True,general
9202,3hjo,6.52,True,general
9203,3hzv,6.52,True,refined
9204,3ljj,6.52,True,general
9205,3o9p,6.52,True,refined
9206,3p4q,6.52,True,general
9207,3qkk,6.52,True,general
9208,3rwf,6.52,True,general
9209,3uo4,6.52,True,core
9210,3zm6,6.52,True,general
9211,4aig,6.52,True,general
9212,4bo3,6.52,True,general
9213,4bqx,6.52,True,general
9214,4dko,6.52,True,refined
9215,4dkr,6.52,True,refined
9216,4ez5,6.52,True,general
9217,4ezo,6.52,True,general
9218,4fiv,6.52,True,general
9219,4krs,6.52,True,general
9220,4loj,6.52,True,general
9221,4nj3,6.52,True,general
9222,4og5,6.52,True,general
9223,4pvt,6.52,True,general
9224,4qme,6.52,True,general
9225,4qps,6.52,True,general
9226,4r0i,6.52,True,general
9227,4rxd,6.52,True,general
9228,4tzn,6.52,True,general
9229,4tzq,6.52,True,general
9230,4uj1,6.52,True,refined
9231,4ydq,6.52,True,general
9232,4zeb,6.52,True,refined
9233,5al4,6.52,True,general
9234,5est,6.52,True,general
9235,5etr,6.52,True,general
9236,5fcw,6.52,True,general
9237,5fqb,6.52,True,general
9238,5g60,6.52,True,refined
9239,5kau,6.52,True,general
9240,5nw0,6.52,True,refined
9241,5wap,6.52,True,general
9242,5wfm,6.52,True,general
9243,5zia,6.52,True,general
9244,6axk,6.52,True,general
9245,6biv,6.52,True,general
9246,6eum,6.52,True,general
9247,6fbv,6.52,True,general
9248,6fkp,6.52,True,general
9249,2p7g,6.53,True,refined
9250,3ama,6.53,True,general
9251,3wtj,6.53,True,core
9252,3wtk,6.53,True,general
9253,4mmf,6.53,True,general
9254,4qvl,6.53,True,general
9255,5a0e,6.53,True,general
9256,5alm,6.53,True,general
9257,1d3q,6.54,True,general
9258,1drv,6.54,True,refined
9259,1h39,6.54,True,general
9260,1hvy,6.54,True,general
9261,1o3l,6.54,True,refined
9262,1vyz,6.54,True,general
9263,1zz3,6.54,True,general
9264,2evc,6.54,True,general
9265,2h21,6.54,True,refined
9266,2jdk,6.54,True,general
9267,2zfs,6.54,True,refined
9268,2zhd,6.54,True,general
9269,2zns,6.54,True,general
9270,3b8z,6.54,True,general
9271,3d0b,6.54,True,refined
9272,3exf,6.54,True,general
9273,3fuz,6.54,True,refined
9274,3g4k,6.54,True,general
9275,3hii,6.54,True,general
9276,3jvs,6.54,True,core
9277,3mxc,6.54,True,general
9278,3piy,6.54,True,general
9279,3pvu,6.54,True,general
9280,3sl8,6.54,True,general
9281,3sr4,6.54,True,refined
9282,4a4v,6.54,True,refined
9283,4aqh,6.54,True,refined
9284,4btx,6.54,True,general
9285,4ht2,6.54,True,refined
9286,4leq,6.54,True,refined
9287,4p0b,6.54,True,general
9288,4pl3,6.54,True,general
9289,4ps5,6.54,True,general
9290,4pv5,6.54,True,refined
9291,4rfr,6.54,True,refined
9292,4u90,6.54,True,general
9293,4uac,6.54,True,refined
9294,4uu8,6.54,True,general
9295,4w9k,6.54,True,refined
9296,5cfa,6.54,True,general
9297,5cqu,6.54,True,refined
9298,5hk9,6.54,True,general
9299,5lsy,6.54,True,general
9300,5n69,6.54,True,general
9301,5wdw,6.54,True,general
9302,5zh2,6.54,True,general
9303,6eeh,6.54,True,general
9304,6gfs,6.54,True,refined
9305,1dhj,6.55,True,refined
9306,1h3a,6.55,True,general
9307,1hmr,6.55,True,refined
9308,1hp5,6.55,True,refined
9309,1n4h,6.55,True,refined
9310,1q4k,6.55,True,general
9311,1umw,6.55,True,general
9312,1yc4,6.55,True,refined
9313,1yda,6.55,True,refined
9314,2bok,6.55,True,refined
9315,2fgh,6.55,True,general
9316,2i3v,6.55,True,general
9317,2n27,6.55,True,general
9318,2uw6,6.55,True,general
9319,2xxr,6.55,True,refined
9320,3cho,6.55,True,general
9321,3s0e,6.55,True,refined
9322,4clb,6.55,True,general
9323,4frj,6.55,True,general
9324,4iue,6.55,True,refined
9325,4k42,6.55,True,general
9326,4o9s,6.55,True,general
9327,4og3,6.55,True,refined
9328,4qp8,6.55,True,general
9329,4tkf,6.55,True,general
9330,4x2s,6.55,True,general
9331,5cxi,6.55,True,general
9332,5he1,6.55,True,general
9333,5he3,6.55,True,general
9334,5hyx,6.55,True,general
9335,5ijj,6.55,True,general
9336,5jaz,6.55,True,general
9337,5nt0,6.55,True,general
9338,5sym,6.55,True,refined
9339,5tpx,6.55,True,refined
9340,5twh,6.55,True,general
9341,5wzs,6.55,True,general
9342,5z95,6.55,True,general
9343,6aqq,6.55,True,general
9344,6bu3,6.55,True,general
9345,6e9w,6.55,True,general
9346,6ea2,6.55,True,general
9347,2khh,6.56,True,general
9348,2zq2,6.56,True,refined
9349,4db7,6.56,True,refined
9350,4lbu,6.56,True,refined
9351,4lnb,6.56,True,general
9352,5h5o,6.56,True,general
9353,5u2e,6.56,True,general
9354,5yyb,6.56,True,general
9355,6df1,6.56,True,general
9356,6f3b,6.56,True,refined
9357,1ft4,6.57,True,general
9358,1gzv,6.57,True,general
9359,1sld,6.57,True,refined
9360,1ujk,6.57,True,general
9361,1wva,6.57,True,general
9362,1y2c,6.57,True,general
9363,1zub,6.57,True,general
9364,2c6l,6.57,True,general
9365,2cv3,6.57,True,general
9366,2fqy,6.57,True,refined
9367,2hzl,6.57,True,refined
9368,2lbm,6.57,True,general
9369,2m3z,6.57,True,general
9370,2pwc,6.57,True,refined
9371,2r9b,6.57,True,general
9372,3cgf,6.57,True,general
9373,3cm7,6.57,True,general
9374,3il6,6.57,True,general
9375,3lc5,6.57,True,general
9376,3ove,6.57,True,refined
9377,3qox,6.57,True,refined
9378,3rbm,6.57,True,general
9379,3sax,6.57,True,general
9380,3tfn,6.57,True,refined
9381,3wci,6.57,True,general
9382,4byj,6.57,True,general
9383,4fs4,6.57,True,refined
9384,4ge5,6.57,True,general
9385,4jgv,6.57,True,general
9386,4l0i,6.57,True,general
9387,4la7,6.57,True,general
9388,4mzo,6.57,True,general
9389,4nnn,6.57,True,general
9390,4py2,6.57,True,general
9391,4x68,6.57,True,general
9392,4zum,6.57,True,general
9393,5aln,6.57,True,general
9394,5c7n,6.57,True,general
9395,5er2,6.57,True,refined
9396,5evz,6.57,True,refined
9397,5g1a,6.57,True,refined
9398,5jnl,6.57,True,general
9399,5lpr,6.57,True,general
9400,5nwk,6.57,True,general
9401,5vcy,6.57,True,refined
9402,6biz,6.57,True,general
9403,6bky,6.57,True,general
9404,6ecz,6.57,True,refined
9405,1k1i,6.58,True,core
9406,2p7z,6.58,True,refined
9407,3pb9,6.58,True,refined
9408,3sd5,6.58,True,general
9409,4cd4,6.58,True,refined
9410,5em5,6.58,True,general
9411,5itd,6.58,True,general
9412,1b58,6.59,True,refined
9413,1c2t,6.59,True,general
9414,1c3e,6.59,True,general
9415,1fiv,6.59,True,refined
9416,1hk3,6.59,True,general
9417,1izi,6.59,True,refined
9418,1mq1,6.59,True,general
9419,1n7i,6.59,True,general
9420,1qr3,6.59,True,general
9421,2byh,6.59,True,general
9422,2e91,6.59,True,refined
9423,2pvh,6.59,True,refined
9424,2pwr,6.59,True,refined
9425,2v7d,6.59,True,general
9426,2xzq,6.59,True,general
9427,3gs6,6.59,True,refined
9428,3kah,6.59,True,general
9429,3kdt,6.59,True,general
9430,3opr,6.59,True,general
9431,3t8v,6.59,True,refined
9432,3tl0,6.59,True,general
9433,3uvn,6.59,True,general
9434,3wcl,6.59,True,general
9435,4bnz,6.59,True,general
9436,4dea,6.59,True,general
9437,4j51,6.59,True,general
9438,4li0,6.59,True,general
9439,4q3s,6.59,True,general
9440,4qmq,6.59,True,general
9441,4qnb,6.59,True,refined
9442,4rn0,6.59,True,general
9443,4xas,6.59,True,refined
9444,5akh,6.59,True,general
9445,5ddd,6.59,True,general
9446,5e0a,6.59,True,general
9447,5ew0,6.59,True,refined
9448,5gjf,6.59,True,general
9449,5jsm,6.59,True,general
9450,5kbr,6.59,True,general
9451,5l4i,6.59,True,refined
9452,5v3x,6.59,True,general
9453,5vja,6.59,True,refined
9454,6dq8,6.59,True,general
9455,6dud,6.59,True,general
9456,6ea1,6.59,True,general
9457,1ad8,6.6,True,general
9458,1b38,6.6,True,refined
9459,1d8e,6.6,True,general
9460,1g7g,6.6,True,refined
9461,1gwr,6.6,True,general
9462,1jzs,6.6,True,refined
9463,1kwr,6.6,True,general
9464,1vot,6.6,True,general
9465,1zpc,6.6,True,general
9466,2a4z,6.6,True,general
9467,2c5x,6.6,True,general
9468,2c5y,6.6,True,general
9469,2euk,6.6,True,refined
9470,2f7p,6.6,True,refined
9471,2gg2,6.6,True,general
9472,2gg5,6.6,True,general
9473,2gtk,6.6,True,general
9474,2j4g,6.6,True,refined
9475,2jdp,6.6,True,refined
9476,2wly,6.6,True,refined
9477,2xhx,6.6,True,general
9478,2y77,6.6,True,general
9479,3cwk,6.6,True,general
9480,3dgl,6.6,True,general
9481,3dln,6.6,True,refined
9482,3ejs,6.6,True,general
9483,3eju,6.6,True,general
9484,3eyl,6.6,True,general
9485,3ip6,6.6,True,refined
9486,3jzp,6.6,True,general
9487,3lxe,6.6,True,refined
9488,3mpt,6.6,True,general
9489,3tu1,6.6,True,general
9490,3v3q,6.6,True,refined
9491,4bib,6.6,True,general
9492,4bie,6.6,True,general
9493,4ci1,6.6,True,general
9494,4dkq,6.6,True,refined
9495,4efu,6.6,True,general
9496,4f08,6.6,True,general
9497,4h75,6.6,True,refined
9498,4mr5,6.6,True,general
9499,4mr6,6.6,True,refined
9500,4muk,6.6,True,general
9501,4oc1,6.6,True,refined
9502,4pnk,6.6,True,general
9503,4qk4,6.6,True,general
9504,4qr4,6.6,True,general
9505,4wpf,6.6,True,general
9506,4x8o,6.6,True,refined
9507,4xii,6.6,True,general
9508,4ybi,6.6,True,general
9509,4zzd,6.6,True,refined
9510,5alk,6.6,True,general
9511,5f00,6.6,True,general
9512,5i88,6.6,True,refined
9513,5igq,6.6,True,general
9514,5j19,6.6,True,general
9515,5k48,6.6,True,general
9516,5l7e,6.6,True,refined
9517,5lma,6.6,True,general
9518,5lqf,6.6,True,general
9519,5mb1,6.6,True,general
9520,5nw1,6.6,True,refined
9521,5wtt,6.6,True,general
9522,5z7j,6.6,True,refined
9523,6bh5,6.6,True,general
9524,6c2y,6.6,True,general
9525,6ccq,6.6,True,general
9526,6d5g,6.6,True,refined
9527,6eis,6.6,True,refined
9528,6g4m,6.6,True,general
9529,6hdo,6.6,True,general
9530,3f7u,6.61,True,general
9531,3kig,6.61,True,general
9532,3mo2,6.61,True,general
9533,3qpo,6.61,True,general
9534,3rjm,6.61,True,general
9535,4nnw,6.61,True,general
9536,4qw3,6.61,True,general
9537,5ai9,6.61,True,general
9538,6cmr,6.61,True,general
9539,6gfy,6.61,True,general
9540,1afk,6.62,True,refined
9541,1ii5,6.62,True,refined
9542,1jd5,6.62,True,general
9543,1kkq,6.62,True,general
9544,1s3k,6.62,True,general
9545,1soj,6.62,True,general
9546,1tkz,6.62,True,general
9547,1xnz,6.62,True,general
9548,2cnf,6.62,True,general
9549,2ews,6.62,True,refined
9550,2j7b,6.62,True,refined
9551,2jgs,6.62,True,refined
9552,2vwc,6.62,True,refined
9553,2vww,6.62,True,general
9554,2w0j,6.62,True,general
9555,2zb0,6.62,True,general
9556,2zq1,6.62,True,general
9557,3aav,6.62,True,general
